customer_id,name,email,phone,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,tech_support,online_security,churn
C11789,Customer 11789,customer11789@example.com,+91-9000011788,35,43.43,1609.88,Month-to-month,DSL,Bank transfer,Yes,No,0
C11790,Customer 11790,customer11790@example.com,+91-9000011789,55,88.55,4901.86,Month-to-month,Fiber optic,Mailed check,No,No,1
C11791,Customer 11791,customer11791@example.com,+91-9000011790,43,62.97,2531.87,Two year,DSL,Mailed check,No,Yes,1
C11792,Customer 11792,customer11792@example.com,+91-9000011791,64,117.43,8028.76,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11793,Customer 11793,customer11793@example.com,+91-9000011792,25,101.47,2563.28,One year,Fiber optic,Electronic check,Yes,Yes,1
C11794,Customer 11794,customer11794@example.com,+91-9000011793,21,69.74,1411.0,One year,Fiber optic,Credit card,No,No,0
C11795,Customer 11795,customer11795@example.com,+91-9000011794,35,99.95,3721.5,One year,No,Electronic check,No,No,0
C11796,Customer 11796,customer11796@example.com,+91-9000011795,15,122.54,1726.61,Month-to-month,DSL,Credit card,No,Yes,1
C11797,Customer 11797,customer11797@example.com,+91-9000011796,71,71.1,4722.99,Two year,Fiber optic,Bank transfer,No,No,0
C11798,Customer 11798,customer11798@example.com,+91-9000011797,14,89.25,1256.5,One year,No,Bank transfer,No,Yes,0
C11799,Customer 11799,customer11799@example.com,+91-9000011798,35,116.87,4172.18,One year,Fiber optic,Bank transfer,No,No,1
C11800,Customer 11800,customer11800@example.com,+91-9000011799,38,49.87,1898.38,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
C11801,Customer 11801,customer11801@example.com,+91-9000011800,5,113.66,607.31,Month-to-month,Fiber optic,Mailed check,Yes,No,1
C11802,Customer 11802,customer11802@example.com,+91-9000011801,34,34.75,1136.66,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C11803,Customer 11803,customer11803@example.com,+91-9000011802,33,89.84,3197.27,Month-to-month,No,Mailed check,Yes,No,1
C11804,Customer 11804,customer11804@example.com,+91-9000011803,19,103.28,1811.41,Month-to-month,Fiber optic,Electronic check,No,No,1
C11805,Customer 11805,customer11805@example.com,+91-9000011804,10,86.46,811.83,One year,No,Credit card,Yes,No,1
C11806,Customer 11806,customer11806@example.com,+91-9000011805,4,74.55,283.2,Two year,Fiber optic,Mailed check,Yes,No,1
C11807,Customer 11807,customer11807@example.com,+91-9000011806,1,86.73,80.9,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
C11808,Customer 11808,customer11808@example.com,+91-9000011807,35,40.17,1392.05,Month-to-month,DSL,Electronic check,No,Yes,1
C11809,Customer 11809,customer11809@example.com,+91-9000011808,7,46.56,344.97,One year,Fiber optic,Credit card,No,Yes,1
C11810,Customer 11810,customer11810@example.com,+91-9000011809,70,51.99,3826.07,Month-to-month,No,Credit card,No,No,1
C11811,Customer 11811,customer11811@example.com,+91-9000011810,18,84.78,1585.8,Two year,Fiber optic,Electronic check,Yes,Yes,0
C11812,Customer 11812,customer11812@example.com,+91-9000011811,47,69.19,2995.63,Month-to-month,DSL,Bank transfer,No,No,1
C11813,Customer 11813,customer11813@example.com,+91-9000011812,49,49.45,2564.83,Month-to-month,Fiber optic,Credit card,No,No,1
C11814,Customer 11814,customer11814@example.com,+91-9000011813,36,113.28,4010.55,Month-to-month,Fiber optic,Electronic check,No,No,0
C11815,Customer 11815,customer11815@example.com,+91-9000011814,64,62.39,4140.95,Two year,No,Bank transfer,No,No,0
C11816,Customer 11816,customer11816@example.com,+91-9000011815,8,69.6,577.02,Month-to-month,DSL,Bank transfer,Yes,No,1
C11817,Customer 11817,customer11817@example.com,+91-9000011816,17,65.97,1063.62,One year,DSL,Electronic check,No,No,1
C11818,Customer 11818,customer11818@example.com,+91-9000011817,19,43.19,822.63,Month-to-month,Fiber optic,Credit card,No,No,1
C11819,Customer 11819,customer11819@example.com,+91-9000011818,10,98.16,1048.53,Month-to-month,DSL,Electronic check,Yes,Yes,0
C11820,Customer 11820,customer11820@example.com,+91-9000011819,22,69.85,1478.44,Two year,No,Mailed check,No,Yes,0
C11821,Customer 11821,customer11821@example.com,+91-9000011820,23,26.63,633.56,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C11822,Customer 11822,customer11822@example.com,+91-9000011821,56,121.4,7296.64,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
C11823,Customer 11823,customer11823@example.com,+91-9000011822,22,106.58,2292.47,Month-to-month,DSL,Bank transfer,No,Yes,0
C11824,Customer 11824,customer11824@example.com,+91-9000011823,64,97.36,6119.01,Two year,Fiber optic,Bank transfer,Yes,No,0
C11825,Customer 11825,customer11825@example.com,+91-9000011824,56,111.91,6219.39,Month-to-month,No,Credit card,Yes,No,1
C11826,Customer 11826,customer11826@example.com,+91-9000011825,65,115.68,7891.0,Month-to-month,Fiber optic,Credit card,No,Yes,1
C11827,Customer 11827,customer11827@example.com,+91-9000011826,8,58.75,465.43,Two year,DSL,Credit card,No,No,0
C11828,Customer 11828,customer11828@example.com,+91-9000011827,71,86.1,6099.65,One year,DSL,Bank transfer,No,Yes,0
C11829,Customer 11829,customer11829@example.com,+91-9000011828,45,85.88,3692.9,Two year,No,Electronic check,No,No,0
C11830,Customer 11830,customer11830@example.com,+91-9000011829,71,51.73,3959.81,One year,No,Electronic check,No,No,0
C11831,Customer 11831,customer11831@example.com,+91-9000011830,26,47.2,1304.24,One year,DSL,Credit card,No,Yes,0
C11832,Customer 11832,customer11832@example.com,+91-9000011831,69,36.39,2551.19,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C11833,Customer 11833,customer11833@example.com,+91-9000011832,43,90.93,4198.12,Month-to-month,DSL,Bank transfer,Yes,No,0
C11834,Customer 11834,customer11834@example.com,+91-9000011833,6,103.09,637.05,One year,Fiber optic,Bank transfer,No,Yes,1
C11835,Customer 11835,customer11835@example.com,+91-9000011834,30,101.1,3255.79,One year,DSL,Bank transfer,No,No,0
C11836,Customer 11836,customer11836@example.com,+91-9000011835,10,56.63,535.63,Two year,Fiber optic,Credit card,No,No,1
C11837,Customer 11837,customer11837@example.com,+91-9000011836,68,45.53,2960.04,One year,No,Bank transfer,No,Yes,1
C11838,Customer 11838,customer11838@example.com,+91-9000011837,22,70.36,1643.32,Month-to-month,DSL,Mailed check,Yes,Yes,1
C11839,Customer 11839,customer11839@example.com,+91-9000011838,17,79.68,1337.19,Month-to-month,Fiber optic,Electronic check,No,Yes,0
C11840,Customer 11840,customer11840@example.com,+91-9000011839,40,116.91,4580.0,One year,DSL,Bank transfer,No,No,0
C11841,Customer 11841,customer11841@example.com,+91-9000011840,31,112.48,3628.77,Month-to-month,DSL,Electronic check,No,No,1
C11842,Customer 11842,customer11842@example.com,+91-9000011841,7,116.61,833.29,One year,DSL,Credit card,No,Yes,1
C11843,Customer 11843,customer11843@example.com,+91-9000011842,59,110.03,6329.81,One year,DSL,Bank transfer,No,No,0
C11844,Customer 11844,customer11844@example.com,+91-9000011843,61,121.46,7287.98,Month-to-month,No,Bank transfer,No,No,1
C11845,Customer 11845,customer11845@example.com,+91-9000011844,54,71.55,3807.06,One year,DSL,Credit card,No,No,0
C11846,Customer 11846,customer11846@example.com,+91-9000011845,45,29.75,1258.71,One year,No,Bank transfer,No,Yes,0
C11847,Customer 11847,customer11847@example.com,+91-9000011846,29,33.36,925.58,Two year,DSL,Electronic check,Yes,Yes,0
C11848,Customer 11848,customer11848@example.com,+91-9000011847,40,64.03,2576.58,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
C11849,Customer 11849,customer11849@example.com,+91-9000011848,38,50.77,2016.25,One year,Fiber optic,Electronic check,No,No,1
C11850,Customer 11850,customer11850@example.com,+91-9000011849,12,41.99,497.35,Month-to-month,No,Mailed check,No,No,0
C11851,Customer 11851,customer11851@example.com,+91-9000011850,6,120.32,708.45,Month-to-month,DSL,Credit card,Yes,Yes,1
C11852,Customer 11852,customer11852@example.com,+91-9000011851,19,44.54,866.64,Month-to-month,DSL,Credit card,Yes,Yes,0
C11853,Customer 11853,customer11853@example.com,+91-9000011852,33,120.94,3772.15,Two year,Fiber optic,Credit card,No,No,0
C11854,Customer 11854,customer11854@example.com,+91-9000011853,12,101.08,1189.82,Two year,Fiber optic,Credit card,No,Yes,0
C11855,Customer 11855,customer11855@example.com,+91-9000011854,8,89.09,679.44,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11856,Customer 11856,customer11856@example.com,+91-9000011855,62,92.6,5880.5,One year,DSL,Electronic check,No,No,0
C11857,Customer 11857,customer11857@example.com,+91-9000011856,27,58.15,1472.67,Month-to-month,DSL,Electronic check,No,Yes,1
C11858,Customer 11858,customer11858@example.com,+91-9000011857,43,89.64,3822.34,One year,Fiber optic,Mailed check,Yes,No,0
C11859,Customer 11859,customer11859@example.com,+91-9000011858,38,43.67,1685.0,Month-to-month,Fiber optic,Mailed check,No,Yes,1
C11860,Customer 11860,customer11860@example.com,+91-9000011859,53,118.77,6630.88,One year,Fiber optic,Credit card,Yes,No,0
C11861,Customer 11861,customer11861@example.com,+91-9000011860,54,55.18,3086.78,Month-to-month,DSL,Electronic check,No,Yes,1
C11862,Customer 11862,customer11862@example.com,+91-9000011861,22,50.52,1190.19,One year,DSL,Electronic check,Yes,No,0
C11863,Customer 11863,customer11863@example.com,+91-9000011862,62,96.12,6130.96,Month-to-month,No,Credit card,Yes,No,1
C11864,Customer 11864,customer11864@example.com,+91-9000011863,27,90.64,2388.23,One year,Fiber optic,Electronic check,Yes,Yes,1
C11865,Customer 11865,customer11865@example.com,+91-9000011864,61,70.13,4094.3,One year,DSL,Bank transfer,Yes,No,0
C11866,Customer 11866,customer11866@example.com,+91-9000011865,30,88.24,2459.39,Month-to-month,No,Electronic check,No,No,0
C11867,Customer 11867,customer11867@example.com,+91-9000011866,8,40.95,315.94,Month-to-month,Fiber optic,Electronic check,No,No,1
C11868,Customer 11868,customer11868@example.com,+91-9000011867,55,92.33,4783.09,Two year,DSL,Credit card,No,Yes,0
C11869,Customer 11869,customer11869@example.com,+91-9000011868,3,52.06,152.91,One year,Fiber optic,Mailed check,No,Yes,1
C11870,Customer 11870,customer11870@example.com,+91-9000011869,56,52.28,3022.57,Month-to-month,Fiber optic,Credit card,No,Yes,1
C11871,Customer 11871,customer11871@example.com,+91-9000011870,4,41.22,169.95,Month-to-month,Fiber optic,Bank transfer,Yes,No,0
C11872,Customer 11872,customer11872@example.com,+91-9000011871,15,58.24,848.18,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11873,Customer 11873,customer11873@example.com,+91-9000011872,44,58.13,2561.22,One year,Fiber optic,Mailed check,No,Yes,0
C11874,Customer 11874,customer11874@example.com,+91-9000011873,68,70.42,4571.56,One year,DSL,Bank transfer,No,No,0
C11875,Customer 11875,customer11875@example.com,+91-9000011874,30,44.04,1321.83,Month-to-month,No,Bank transfer,No,Yes,1
C11876,Customer 11876,customer11876@example.com,+91-9000011875,9,44.3,399.34,One year,Fiber optic,Credit card,Yes,No,0
C11877,Customer 11877,customer11877@example.com,+91-9000011876,17,79.17,1303.1,One year,Fiber optic,Electronic check,No,No,0
C11878,Customer 11878,customer11878@example.com,+91-9000011877,65,37.89,2368.07,One year,Fiber optic,Electronic check,No,No,0
C11879,Customer 11879,customer11879@example.com,+91-9000011878,53,93.89,5358.0,Month-to-month,Fiber optic,Credit card,No,No,1
C11880,Customer 11880,customer11880@example.com,+91-9000011879,8,119.39,960.79,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
C11881,Customer 11881,customer11881@example.com,+91-9000011880,28,67.68,1913.86,Month-to-month,Fiber optic,Electronic check,No,No,1
C11882,Customer 11882,customer11882@example.com,+91-9000011881,20,115.11,2120.89,Month-to-month,No,Electronic check,No,No,1
C11883,Customer 11883,customer11883@example.com,+91-9000011882,13,34.83,429.74,Month-to-month,Fiber optic,Mailed check,Yes,Yes,0
C11884,Customer 11884,customer11884@example.com,+91-9000011883,61,29.3,1746.3,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11885,Customer 11885,customer11885@example.com,+91-9000011884,45,97.14,4697.21,Month-to-month,DSL,Bank transfer,Yes,No,1
C11886,Customer 11886,customer11886@example.com,+91-9000011885,13,101.1,1246.01,One year,Fiber optic,Electronic check,No,No,0
C11887,Customer 11887,customer11887@example.com,+91-9000011886,47,109.31,4975.87,Month-to-month,Fiber optic,Mailed check,Yes,No,1
C11888,Customer 11888,customer11888@example.com,+91-9000011887,30,30.68,992.58,One year,DSL,Mailed check,Yes,Yes,0
C11889,Customer 11889,customer11889@example.com,+91-9000011888,5,102.69,511.9,Month-to-month,Fiber optic,Bank transfer,Yes,No,1
C11890,Customer 11890,customer11890@example.com,+91-9000011889,33,62.65,2007.38,One year,DSL,Electronic check,No,Yes,0
C11891,Customer 11891,customer11891@example.com,+91-9000011890,14,55.33,791.27,Month-to-month,DSL,Credit card,No,Yes,1
C11892,Customer 11892,customer11892@example.com,+91-9000011891,18,42.3,760.95,One year,DSL,Credit card,Yes,No,0
C11893,Customer 11893,customer11893@example.com,+91-9000011892,64,124.6,8558.06,One year,DSL,Credit card,Yes,Yes,0
C11894,Customer 11894,customer11894@example.com,+91-9000011893,52,31.37,1522.45,Month-to-month,DSL,Mailed check,No,Yes,1
C11895,Customer 11895,customer11895@example.com,+91-9000011894,10,107.7,1127.07,One year,Fiber optic,Bank transfer,No,No,1
C11896,Customer 11896,customer11896@example.com,+91-9000011895,62,88.95,5319.97,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1
C11897,Customer 11897,customer11897@example.com,+91-9000011896,42,98.51,4340.43,One year,DSL,Bank transfer,No,No,0
C11898,Customer 11898,customer11898@example.com,+91-9000011897,63,96.17,6395.79,Month-to-month,DSL,Credit card,Yes,No,1
C11899,Customer 11899,customer11899@example.com,+91-9000011898,54,110.84,6319.8,Month-to-month,Fiber optic,Electronic check,No,No,1
C11900,Customer 11900,customer11900@example.com,+91-9000011899,25,43.38,1148.13,Month-to-month,DSL,Electronic check,Yes,Yes,0
C11901,Customer 11901,customer11901@example.com,+91-9000011900,39,25.08,1012.26,Two year,Fiber optic,Credit card,No,No,0
C11902,Customer 11902,customer11902@example.com,+91-9000011901,39,84.85,3119.82,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11903,Customer 11903,customer11903@example.com,+91-9000011902,52,60.39,2915.14,One year,Fiber optic,Credit card,No,No,0
C11904,Customer 11904,customer11904@example.com,+91-9000011903,18,37.38,655.7,Month-to-month,No,Electronic check,No,Yes,1
C11905,Customer 11905,customer11905@example.com,+91-9000011904,24,43.61,1045.81,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C11906,Customer 11906,customer11906@example.com,+91-9000011905,18,58.17,1013.99,Month-to-month,No,Electronic check,No,No,1
C11907,Customer 11907,customer11907@example.com,+91-9000011906,22,32.02,731.74,Two year,No,Credit card,No,Yes,0
C11908,Customer 11908,customer11908@example.com,+91-9000011907,12,30.69,381.39,One year,DSL,Credit card,No,No,0
C11909,Customer 11909,customer11909@example.com,+91-9000011908,3,116.6,376.21,Month-to-month,DSL,Bank transfer,No,No,1
C11910,Customer 11910,customer11910@example.com,+91-9000011909,68,56.21,3761.47,One year,DSL,Bank transfer,Yes,No,0
C11911,Customer 11911,customer11911@example.com,+91-9000011910,6,123.22,773.12,Month-to-month,Fiber optic,Electronic check,Yes,No,1
C11912,Customer 11912,customer11912@example.com,+91-9000011911,64,121.44,8072.1,Month-to-month,Fiber optic,Credit card,Yes,No,1
C11913,Customer 11913,customer11913@example.com,+91-9000011912,1,39.26,42.33,Month-to-month,DSL,Mailed check,No,No,1
C11914,Customer 11914,customer11914@example.com,+91-9000011913,56,96.49,5639.99,Month-to-month,DSL,Credit card,Yes,No,0
C11915,Customer 11915,customer11915@example.com,+91-9000011914,24,85.08,1971.21,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1
C11916,Customer 11916,customer11916@example.com,+91-9000011915,38,94.06,3297.07,One year,Fiber optic,Bank transfer,No,No,0
C11917,Customer 11917,customer11917@example.com,+91-9000011916,21,34.62,781.48,Month-to-month,Fiber optic,Electronic check,Yes,No,0
C11918,Customer 11918,customer11918@example.com,+91-9000011917,36,43.86,1633.55,Two year,No,Electronic check,Yes,No,0
C11919,Customer 11919,customer11919@example.com,+91-9000011918,33,32.66,1131.69,One year,DSL,Electronic check,No,Yes,1
C11920,Customer 11920,customer11920@example.com,+91-9000011919,39,85.41,3487.28,Two year,Fiber optic,Electronic check,Yes,Yes,0
C11921,Customer 11921,customer11921@example.com,+91-9000011920,29,123.66,3721.42,One year,No,Electronic check,No,No,1
C11922,Customer 11922,customer11922@example.com,+91-9000011921,39,92.2,3740.48,Two year,Fiber optic,Credit card,Yes,Yes,0
C11923,Customer 11923,customer11923@example.com,+91-9000011922,60,96.08,6160.92,Month-to-month,Fiber optic,Electronic check,No,No,1
C11924,Customer 11924,customer11924@example.com,+91-9000011923,32,123.46,4212.49,Month-to-month,Fiber optic,Credit card,No,No,1
C11925,Customer 11925,customer11925@example.com,+91-9000011924,27,92.8,2457.18,Month-to-month,DSL,Mailed check,Yes,Yes,0
C11926,Customer 11926,customer11926@example.com,+91-9000011925,10,29.02,268.42,Two year,No,Bank transfer,Yes,Yes,0
C11927,Customer 11927,customer11927@example.com,+91-9000011926,26,111.7,2689.84,Month-to-month,Fiber optic,Bank transfer,No,No,0
C11928,Customer 11928,customer11928@example.com,+91-9000011927,10,61.47,609.45,One year,Fiber optic,Credit card,No,Yes,1
C11929,Customer 11929,customer11929@example.com,+91-9000011928,14,25.44,375.25,One year,Fiber optic,Electronic check,Yes,No,1
C11930,Customer 11930,customer11930@example.com,+91-9000011929,69,75.72,5515.27,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11931,Customer 11931,customer11931@example.com,+91-9000011930,7,118.7,818.19,Two year,DSL,Bank transfer,No,No,0
C11932,Customer 11932,customer11932@example.com,+91-9000011931,35,50.73,1719.19,Month-to-month,Fiber optic,Credit card,No,No,1
C11933,Customer 11933,customer11933@example.com,+91-9000011932,61,74.15,4527.93,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
C11934,Customer 11934,customer11934@example.com,+91-9000011933,69,42.38,3079.81,One year,DSL,Credit card,Yes,No,0
C11935,Customer 11935,customer11935@example.com,+91-9000011934,11,30.77,345.86,Month-to-month,Fiber optic,Credit card,No,Yes,0
C11936,Customer 11936,customer11936@example.com,+91-9000011935,12,33.05,373.74,Month-to-month,No,Bank transfer,Yes,Yes,0
C11937,Customer 11937,customer11937@example.com,+91-9000011936,27,97.7,2579.75,Month-to-month,Fiber optic,Credit card,Yes,No,0
C11938,Customer 11938,customer11938@example.com,+91-9000011937,40,111.41,4495.92,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
C11939,Customer 11939,customer11939@example.com,+91-9000011938,70,39.33,2769.95,One year,Fiber optic,Bank transfer,Yes,Yes,0
C11940,Customer 11940,customer11940@example.com,+91-9000011939,15,53.83,850.17,Two year,Fiber optic,Mailed check,No,No,0
C11941,Customer 11941,customer11941@example.com,+91-9000011940,12,44.5,570.92,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
C11942,Customer 11942,customer11942@example.com,+91-9000011941,19,27.69,492.48,Month-to-month,No,Bank transfer,No,Yes,0
C11943,Customer 11943,customer11943@example.com,+91-9000011942,63,80.34,4838.24,Month-to-month,DSL,Electronic check,Yes,No,1
C11944,Customer 11944,customer11944@example.com,+91-9000011943,3,94.99,280.05,Two year,No,Electronic check,No,No,0
C11945,Customer 11945,customer11945@example.com,+91-9000011944,28,89.79,2432.22,One year,No,Credit card,No,No,0
C11946,Customer 11946,customer11946@example.com,+91-9000011945,9,63.81,565.86,Month-to-month,Fiber optic,Electronic check,No,No,1
C11947,Customer 11947,customer11947@example.com,+91-9000011946,12,80.5,895.01,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11948,Customer 11948,customer11948@example.com,+91-9000011947,67,34.41,2145.38,Two year,DSL,Bank transfer,No,Yes,0
C11949,Customer 11949,customer11949@example.com,+91-9000011948,1,40.43,42.62,Two year,Fiber optic,Credit card,Yes,No,1
C11950,Customer 11950,customer11950@example.com,+91-9000011949,24,118.18,2655.97,Month-to-month,DSL,Credit card,No,Yes,0
C11951,Customer 11951,customer11951@example.com,+91-9000011950,66,101.15,7022.06,Two year,DSL,Credit card,No,No,1
C11952,Customer 11952,customer11952@example.com,+91-9000011951,44,117.27,5000.14,Month-to-month,No,Bank transfer,Yes,No,0
C11953,Customer 11953,customer11953@example.com,+91-9000011952,6,116.67,678.65,Month-to-month,DSL,Electronic check,No,Yes,1
C11954,Customer 11954,customer11954@example.com,+91-9000011953,34,89.94,2862.62,One year,Fiber optic,Credit card,Yes,No,0
C11955,Customer 11955,customer11955@example.com,+91-9000011954,70,117.82,7605.11,Month-to-month,DSL,Electronic check,No,No,1
C11956,Customer 11956,customer11956@example.com,+91-9000011955,29,66.67,1888.66,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
C11957,Customer 11957,customer11957@example.com,+91-9000011956,39,25.36,1042.11,Two year,Fiber optic,Mailed check,No,No,0
C11958,Customer 11958,customer11958@example.com,+91-9000011957,39,31.26,1301.06,Two year,DSL,Bank transfer,No,No,0
C11959,Customer 11959,customer11959@example.com,+91-9000011958,48,35.95,1604.56,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
C11960,Customer 11960,customer11960@example.com,+91-9000011959,14,34.54,447.27,One year,No,Credit card,No,Yes,0
C11961,Customer 11961,customer11961@example.com,+91-9000011960,61,60.17,3470.0,One year,Fiber optic,Credit card,No,No,0
C11962,Customer 11962,customer11962@example.com,+91-9000011961,72,95.13,7141.19,One year,No,Bank transfer,No,No,0
C11963,Customer 11963,customer11963@example.com,+91-9000011962,11,104.06,1090.61,Two year,Fiber optic,Bank transfer,No,No,1
C11964,Customer 11964,customer11964@example.com,+91-9000011963,59,84.02,4743.67,One year,Fiber optic,Electronic check,No,No,1
C11965,Customer 11965,customer11965@example.com,+91-9000011964,59,39.64,2484.3,Month-to-month,DSL,Bank transfer,No,No,1
C11966,Customer 11966,customer11966@example.com,+91-9000011965,54,99.79,5711.94,Month-to-month,DSL,Electronic check,Yes,Yes,1
C11967,Customer 11967,customer11967@example.com,+91-9000011966,27,60.48,1677.45,Two year,No,Bank transfer,No,Yes,0
C11968,Customer 11968,customer11968@example.com,+91-9000011967,34,26.3,846.13,Two year,Fiber optic,Credit card,No,No,0
C11969,Customer 11969,customer11969@example.com,+91-9000011968,61,53.06,3175.11,Month-to-month,Fiber optic,Electronic check,No,No,1
C11970,Customer 11970,customer11970@example.com,+91-9000011969,12,58.06,667.31,Month-to-month,Fiber optic,Bank transfer,No,No,0
C11971,Customer 11971,customer11971@example.com,+91-9000011970,60,52.42,3231.68,One year,DSL,Electronic check,No,No,0
C11972,Customer 11972,customer11972@example.com,+91-9000011971,67,106.19,7433.39,Month-to-month,Fiber optic,Electronic check,No,Yes,0
C11973,Customer 11973,customer11973@example.com,+91-9000011972,50,100.99,4760.37,Month-to-month,DSL,Electronic check,No,No,1
C11974,Customer 11974,customer11974@example.com,+91-9000011973,25,94.56,2514.52,Two year,No,Electronic check,Yes,No,0
C11975,Customer 11975,customer11975@example.com,+91-9000011974,41,38.9,1585.41,Two year,DSL,Mailed check,No,No,0
C11976,Customer 11976,customer11976@example.com,+91-9000011975,4,105.78,443.09,Two year,DSL,Mailed check,No,Yes,0
C11977,Customer 11977,customer11977@example.com,+91-9000011976,68,92.72,5852.65,One year,Fiber optic,Credit card,No,Yes,0
C11978,Customer 11978,customer11978@example.com,+91-9000011977,25,44.48,1087.19,Month-to-month,DSL,Bank transfer,No,No,1
C11979,Customer 11979,customer11979@example.com,+91-9000011978,5,89.81,414.19,Two year,No,Credit card,Yes,No,0
C11980,Customer 11980,customer11980@example.com,+91-9000011979,58,73.35,4403.02,Month-to-month,Fiber optic,Mailed check,No,No,1
C11981,Customer 11981,customer11981@example.com,+91-9000011980,48,68.94,3086.46,Month-to-month,DSL,Bank transfer,No,No,0
C11982,Customer 11982,customer11982@example.com,+91-9000011981,45,36.21,1587.29,Two year,DSL,Electronic check,No,No,0
C11983,Customer 11983,customer11983@example.com,+91-9000011982,4,76.83,321.17,One year,No,Credit card,No,Yes,1
C11984,Customer 11984,customer11984@example.com,+91-9000011983,55,34.99,2001.11,Two year,Fiber optic,Mailed check,No,No,1
C11985,Customer 11985,customer11985@example.com,+91-9000011984,46,41.43,1948.56,Month-to-month,No,Electronic check,No,No,1
C11986,Customer 11986,customer11986@example.com,+91-9000011985,58,38.25,2287.37,Two year,DSL,Bank transfer,Yes,No,0
C11987,Customer 11987,customer11987@example.com,+91-9000011986,60,120.41,7399.41,One year,No,Electronic check,Yes,Yes,0
C11988,Customer 11988,customer11988@example.com,+91-9000011987,16,53.49,875.19,One year,Fiber optic,Bank transfer,No,No,1
C11989,Customer 11989,customer11989@example.com,+91-9000011988,16,60.52,945.03,Two year,Fiber optic,Credit card,Yes,Yes,0
C11990,Customer 11990,customer11990@example.com,+91-9000011989,67,57.21,3543.7,Month-to-month,Fiber optic,Electronic check,Yes,No,0
C11991,Customer 11991,customer11991@example.com,+91-9000011990,39,114.83,4436.69,One year,DSL,Mailed check,Yes,No,0
C11992,Customer 11992,customer11992@example.com,+91-9000011991,32,81.3,2412.39,One year,No,Credit card,Yes,No,0
C11993,Customer 11993,customer11993@example.com,+91-9000011992,21,116.92,2443.09,One year,No,Electronic check,No,No,1
C11994,Customer 11994,customer11994@example.com,+91-9000011993,47,54.99,2569.68,Two year,Fiber optic,Credit card,Yes,No,0
C11995,Customer 11995,customer11995@example.com,+91-9000011994,55,36.48,1903.26,One year,No,Credit card,Yes,Yes,0
C11996,Customer 11996,customer11996@example.com,+91-9000011995,1,80.62,84.29,Month-to-month,DSL,Bank transfer,No,Yes,1
C11997,Customer 11997,customer11997@example.com,+91-9000011996,40,59.55,2459.83,Month-to-month,DSL,Bank transfer,No,No,0
C11998,Customer 11998,customer11998@example.com,+91-9000011997,72,105.19,7645.83,Two year,DSL,Credit card,Yes,No,0
C11999,Customer 11999,customer11999@example.com,+91-9000011998,21,112.94,2533.36,Two year,Fiber optic,Bank transfer,No,No,1
C12000,Customer 12000,customer12000@example.com,+91-9000011999,21,72.26,1465.79,Two year,DSL,Electronic check,Yes,Yes,0
C12001,Customer 12001,customer12001@example.com,+91-9000012000,64,122.14,7519.33,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C12002,Customer 12002,customer12002@example.com,+91-9000012001,5,80.3,381.16,Month-to-month,DSL,Electronic check,Yes,No,1
C12003,Customer 12003,customer12003@example.com,+91-9000012002,29,52.09,1521.35,One year,Fiber optic,Credit card,No,No,1
C12004,Customer 12004,customer12004@example.com,+91-9000012003,33,73.9,2323.73,One year,Fiber optic,Electronic check,Yes,No,0
C12005,Customer 12005,customer12005@example.com,+91-9000012004,58,28.73,1764.69,Month-to-month,Fiber optic,Bank transfer,No,No,1
C12006,Customer 12006,customer12006@example.com,+91-9000012005,10,105.4,1021.0,One year,DSL,Bank transfer,Yes,Yes,0
C12007,Customer 12007,customer12007@example.com,+91-9000012006,32,35.14,1122.85,Month-to-month,Fiber optic,Credit card,No,Yes,0
C12008,Customer 12008,customer12008@example.com,+91-9000012007,11,55.87,617.47,Month-to-month,DSL,Bank transfer,No,Yes,0
C12009,Customer 12009,customer12009@example.com,+91-9000012008,57,81.53,4504.18,Month-to-month,Fiber optic,Mailed check,Yes,No,1
C12010,Customer 12010,customer12010@example.com,+91-9000012009,46,29.3,1399.21,Month-to-month,Fiber optic,Mailed check,No,Yes,0
